Stot,Ntot,n_s,beta,mu_glob,V_offset,s2_s,s2_r,sigma2_s,sigma2_r,varsigma
4.0,27,0.54,,,,,,,,
4.0,28,0.54,,,,,,,,
4.0,29,0.54,,,,,,,,
4.0,30,0.54,,,,,,,,
4.0,31,0.54,,,,,,,,
4.0,32,0.54,,,,,,,,
4.0,33,0.54,,,,,,,,
4.0,34,0.54,,,,,,,,
4.0,35,0.54,,,,,,,,
4.0,36,0.54,,,,,,,,
4.0,37,0.54,,,,,,,,
4.0,38,0.54,,,,,,,,
4.0,39,0.54,,,,,,,,
4.0,40,0.54,,,,,,,,
4.0,41,0.54,,,,,,,,
4.0,42,0.54,,,,,,,,
4.0,43,0.54,,,,,,,,
4.0,44,0.54,,,,,,,,
4.0,45,0.54,,,,,,,,
4.0,46,0.54,,,,,,,,
4.0,47,0.54,,,,,,,,
4.0,48,0.54,,,,,,,,
4.0,49,0.54,,,,,,,,
4.0,50,0.54,,,,,,,,
4.0,51,0.54,,,,,,,,
4.0,52,0.54,,,,,,,,
4.0,53,0.54,,,,,,,,
4.0,54,0.54,,,,,,,,
4.0,55,0.54,,,,,,,,
4.0,56,0.54,-19.611099913876,-0.3214080137091891,-0.13541159191636049,0.05658779270049176,0.0234122072995081,5.239610435230725,2.0182937327162205,0.4438356621930603
4.0,57,0.54,-18.243150201898782,-0.4447385801890969,-0.25129527945638264,0.0611539737378925,0.0188460262621074,5.662404975730789,1.5705021885089558,0.5657341777387428
4.0,58,0.54,-17.503694862418985,-0.5956851986456343,-0.39776721969362466,0.06385241238689837,0.016147587613101533,5.912260406194293,1.3022248075081948,0.6389971650271383
4.0,59,0.54,-17.014676605303155,-0.7692030378483545,-0.5681389572363602,0.0657311044516573,0.014268895548342615,6.086213375153453,1.1147574647142733,0.6903868965716433
4.0,60,0.54,-16.668724638917766,-0.961848355741859,-0.7583641694812361,0.06713644902956577,0.012863550970434087,6.216337873107946,0.9745114371541032,0.7289579032720435
4.0,61,0.54,-16.411371768650426,-1.170742410426791,-0.9654319222599475,0.06819906680625543,0.011800933193744473,6.314728407986611,0.8677156760106303,0.7583787173661585
4.0,62,0.54,-16.231151145266153,-1.3928232142053452,-1.1862196173149862,0.06895268271819294,0.011047317281807006,6.3845076590919385,0.7890940915576456,0.7800005857626007
4.0,63,0.54,-16.112429974332656,-1.6247585233074426,-1.4172970119765398,0.06945322160261357,0.010546778397386328,6.430853852093851,0.7324151664851652,0.7955081221756333
4.0,64,0.54,-16.048529996711085,-1.863005613746969,-1.655079831136676,0.06972432900805252,0.010275670991947388,6.455956389634492,0.6943020940505029,0.805796644796907
4.0,65,0.54,-16.037756809443998,-2.10391007560303,-1.8959059419665354,0.06977008868260767,0.010229911317392227,6.460193396537747,0.6730204814073878,0.8112995087702978
4.0,66,0.54,-16.077993936165612,-2.343770165205674,-2.136058667359487,0.06959917938917687,0.010400820610823008,6.444368461960822,0.666719269924557,0.8124845888386225
