Stot,Ntot,n_s,beta,mu_glob,V_offset,s2_s,s2_r,varsigma
0.0,40.0,0.6,,,,,,
0.0,41.0,0.6,,,,,,
0.0,42.0,0.6,,,,,,
0.0,43.0,0.6,,,,,,
0.0,44.0,0.6,,,,,,
0.0,45.0,0.6,,,,,,
0.0,46.0,0.6,,,,,,
0.0,47.0,0.6,,,,,,
0.0,48.0,0.6,,,,,,
0.0,49.0,0.6,,,,,,
0.0,50.0,0.6,,,,,,
0.0,51.0,0.6,,,,,,
0.0,52.0,0.6,,,,,,
0.0,53.0,0.6,,,,,,
0.0,54.0,0.6,,,,,,
0.0,55.0,0.6,,,,,,
0.0,56.0,0.6,,,,,,
0.0,57.0,0.6,,,,,,
0.0,58.0,0.6,,,,,,
0.0,59.0,0.6,,,,,,
0.0,60.0,0.6,,,,,,
0.0,61.0,0.6,,,,,,
0.0,62.0,0.6,,,,,,
0.0,63.0,0.6,,,,,,
0.0,64.0,0.6,,,,,,
0.0,65.0,0.6,,,,,,
0.0,66.0,0.6,,,,,,
0.0,67.0,0.6,,,,,,
0.0,68.0,0.6,,,,,,
0.0,69.0,0.6,,,,,,
0.0,70.0,0.6,,,,,,
0.0,71.0,0.6,,,,,,
0.0,72.0,0.6,,,,,,
0.0,73.0,0.6,,,,,,
0.0,74.0,0.6,,,,,,
0.0,75.0,0.6,,,,,,
0.0,76.0,0.6,,,,,,
0.0,77.0,0.6,,,,,,
0.0,78.0,0.6,,,,,,
0.0,79.0,0.6,,,,,,
0.1,40.0,0.6,,,,,,
0.1,41.0,0.6,,,,,,
0.1,42.0,0.6,,,,,,
0.1,43.0,0.6,,,,,,
0.1,44.0,0.6,,,,,,
0.1,45.0,0.6,,,,,,
0.1,46.0,0.6,,,,,,
0.1,47.0,0.6,,,,,,
0.1,48.0,0.6,,,,,,
0.1,49.0,0.6,,,,,,
0.1,50.0,0.6,,,,,,
0.1,51.0,0.6,,,,,,
0.1,52.0,0.6,,,,,,
0.1,53.0,0.6,,,,,,
0.1,54.0,0.6,,,,,,
0.1,55.0,0.6,,,,,,
0.1,56.0,0.6,,,,,,
0.1,57.0,0.6,,,,,,
0.1,58.0,0.6,,,,,,
0.1,59.0,0.6,,,,,,
0.1,60.0,0.6,,,,,,
0.1,61.0,0.6,,,,,,
0.1,62.0,0.6,,,,,,
0.1,63.0,0.6,,,,,,
0.1,64.0,0.6,,,,,,
0.1,65.0,0.6,,,,,,
0.1,66.0,0.6,,,,,,
0.1,67.0,0.6,,,,,,
0.1,68.0,0.6,,,,,,
0.1,69.0,0.6,,,,,,
0.1,70.0,0.6,,,,,,
0.1,71.0,0.6,,,,,,
0.1,72.0,0.6,,,,,,
0.1,73.0,0.6,,,,,,
0.1,74.0,0.6,,,,,,
0.1,75.0,0.6,,,,,,
0.1,76.0,0.6,,,,,,
0.1,77.0,0.6,,,,,,
0.1,78.0,0.6,,,,,,
0.1,79.0,0.6,,,,,,
0.2,40.0,0.6,,,,,,
0.2,41.0,0.6,,,,,,
0.2,42.0,0.6,,,,,,
0.2,43.0,0.6,,,,,,
0.2,44.0,0.6,,,,,,
0.2,45.0,0.6,,,,,,
0.2,46.0,0.6,,,,,,
0.2,47.0,0.6,,,,,,
0.2,48.0,0.6,,,,,,
0.2,49.0,0.6,,,,,,
0.2,50.0,0.6,,,,,,
0.2,51.0,0.6,,,,,,
0.2,52.0,0.6,,,,,,
0.2,53.0,0.6,,,,,,
0.2,54.0,0.6,,,,,,
0.2,55.0,0.6,,,,,,
0.2,56.0,0.6,,,,,,
0.2,57.0,0.6,,,,,,
0.2,58.0,0.6,,,,,,
0.2,59.0,0.6,,,,,,
0.2,60.0,0.6,,,,,,
0.2,61.0,0.6,,,,,,
0.2,62.0,0.6,,,,,,
0.2,63.0,0.6,,,,,,
0.2,64.0,0.6,,,,,,
0.2,65.0,0.6,,,,,,
0.2,66.0,0.6,,,,,,
0.2,67.0,0.6,,,,,,
0.2,68.0,0.6,,,,,,
0.2,69.0,0.6,,,,,,
0.2,70.0,0.6,,,,,,
0.2,71.0,0.6,,,,,,
0.2,72.0,0.6,,,,,,
0.2,73.0,0.6,,,,,,
0.2,74.0,0.6,,,,,,
0.2,75.0,0.6,,,,,,
0.2,76.0,0.6,,,,,,
0.2,77.0,0.6,,,,,,
0.2,78.0,0.6,,,,,,
0.2,79.0,0.6,,,,,,
0.3,40.0,0.6,,,,,,
0.3,41.0,0.6,,,,,,
0.3,42.0,0.6,,,,,,
0.3,43.0,0.6,,,,,,
0.3,44.0,0.6,,,,,,
0.3,45.0,0.6,,,,,,
0.3,46.0,0.6,,,,,,
0.3,47.0,0.6,,,,,,
0.3,48.0,0.6,,,,,,
0.3,49.0,0.6,,,,,,
0.3,50.0,0.6,,,,,,
