Stot,Ntot,n_s,beta,mu_glob,V_offset,s2_s,s2_r,varsigma
0.0,26.0,0.32,,,,,,
0.0,27.0,0.32,,,,,,
0.0,28.0,0.32,,,,,,
0.0,29.0,0.32,,,,,,
0.0,30.0,0.32,,,,,,
0.0,31.0,0.32,,,,,,
0.0,32.0,0.32,,,,,,
0.0,33.0,0.32,,,,,,
0.0,34.0,0.32,,,,,,
0.0,35.0,0.32,,,,,,
0.0,36.0,0.32,,,,,,
0.0,37.0,0.32,,,,,,
0.0,38.0,0.32,,,,,,
0.0,39.0,0.32,,,,,,
0.0,40.0,0.32,,,,,,
0.0,41.0,0.32,,,,,,
0.0,42.0,0.32,,,,,,
0.0,43.0,0.32,,,,,,
0.0,44.0,0.32,,,,,,
0.0,45.0,0.32,,,,,,
0.0,46.0,0.32,,,,,,
0.0,47.0,0.32,,,,,,
0.0,48.0,0.32,,,,,,
0.0,49.0,0.32,,,,,,
0.0,50.0,0.32,,,,,,
0.0,51.0,0.32,,,,,,
0.0,52.0,0.32,,,,,,
0.0,53.0,0.32,,,,,,
0.0,54.0,0.32,,,,,,
0.0,55.0,0.32,,,,,,
0.0,56.0,0.32,,,,,,
0.0,57.0,0.32,,,,,,
0.0,58.0,0.32,,,,,,
0.0,59.0,0.32,,,,,,
0.0,60.0,0.32,,,,,,
0.0,61.0,0.32,,,,,,
0.0,62.0,0.32,,,,,,
0.0,63.0,0.32,,,,,,
0.0,64.0,0.32,,,,,,
0.0,65.0,0.32,,,,,,
0.1,26.0,0.32,,,,,,
0.1,27.0,0.32,,,,,,
0.1,28.0,0.32,,,,,,
0.1,29.0,0.32,,,,,,
0.1,30.0,0.32,,,,,,
0.1,31.0,0.32,,,,,,
0.1,32.0,0.32,,,,,,
0.1,33.0,0.32,,,,,,
0.1,34.0,0.32,,,,,,
0.1,35.0,0.32,,,,,,
0.1,36.0,0.32,,,,,,
0.1,37.0,0.32,,,,,,
0.1,38.0,0.32,,,,,,
0.1,39.0,0.32,,,,,,
0.1,40.0,0.32,,,,,,
0.1,41.0,0.32,,,,,,
0.1,42.0,0.32,,,,,,
0.1,43.0,0.32,,,,,,
0.1,44.0,0.32,,,,,,
0.1,45.0,0.32,,,,,,
0.1,46.0,0.32,,,,,,
0.1,47.0,0.32,,,,,,
0.1,48.0,0.32,,,,,,
0.1,49.0,0.32,,,,,,
0.1,50.0,0.32,,,,,,
0.1,51.0,0.32,,,,,,
0.1,52.0,0.32,,,,,,
0.1,53.0,0.32,,,,,,
0.1,54.0,0.32,,,,,,
0.1,55.0,0.32,,,,,,
0.1,56.0,0.32,,,,,,
0.1,57.0,0.32,,,,,,
0.1,58.0,0.32,,,,,,
0.1,59.0,0.32,,,,,,
0.1,60.0,0.32,,,,,,
0.1,61.0,0.32,,,,,,
0.1,62.0,0.32,,,,,,
0.1,63.0,0.32,,,,,,
0.1,64.0,0.32,,,,,,
0.1,65.0,0.32,,,,,,
0.2,26.0,0.32,,,,,,
0.2,27.0,0.32,,,,,,
0.2,28.0,0.32,,,,,,
0.2,29.0,0.32,,,,,,
0.2,30.0,0.32,,,,,,
0.2,31.0,0.32,,,,,,
0.2,32.0,0.32,,,,,,
0.2,33.0,0.32,,,,,,
0.2,34.0,0.32,,,,,,
0.2,35.0,0.32,,,,,,
0.2,36.0,0.32,,,,,,
0.2,37.0,0.32,,,,,,
0.2,38.0,0.32,,,,,,
0.2,39.0,0.32,,,,,,
0.2,40.0,0.32,,,,,,
0.2,41.0,0.32,,,,,,
0.2,42.0,0.32,,,,,,
0.2,43.0,0.32,,,,,,
0.2,44.0,0.32,,,,,,
0.2,45.0,0.32,,,,,,
0.2,46.0,0.32,,,,,,
0.2,47.0,0.32,,,,,,
0.2,48.0,0.32,,,,,,
0.2,49.0,0.32,,,,,,
0.2,50.0,0.32,,,,,,
0.2,51.0,0.32,,,,,,
0.2,52.0,0.32,,,,,,
0.2,53.0,0.32,,,,,,
0.2,54.0,0.32,,,,,,
0.2,55.0,0.32,,,,,,
0.2,56.0,0.32,,,,,,
0.2,57.0,0.32,,,,,,
0.2,58.0,0.32,,,,,,
0.2,59.0,0.32,,,,,,
0.2,60.0,0.32,,,,,,
0.2,61.0,0.32,,,,,,
0.2,62.0,0.32,,,,,,
0.2,63.0,0.32,,,,,,
0.2,64.0,0.32,,,,,,
0.2,65.0,0.32,,,,,,
0.3,26.0,0.32,,,,,,
0.3,27.0,0.32,,,,,,
0.3,28.0,0.32,,,,,,
0.3,29.0,0.32,,,,,,
0.3,30.0,0.32,,,,,,
0.3,31.0,0.32,,,,,,
0.3,32.0,0.32,,,,,,
0.3,33.0,0.32,,,,,,
0.3,34.0,0.32,,,,,,
0.3,35.0,0.32,,,,,,
0.3,36.0,0.32,,,,,,
0.3,37.0,0.32,,,,,,
0.3,38.0,0.32,,,,,,
0.3,39.0,0.32,,,,,,
0.3,40.0,0.32,,,,,,
0.3,41.0,0.32,,,,,,
0.3,42.0,0.32,,,,,,
0.3,43.0,0.32,,,,,,
0.3,44.0,0.32,,,,,,
0.3,45.0,0.32,,,,,,
0.3,46.0,0.32,,,,,,
0.3,47.0,0.32,,,,,,
0.3,48.0,0.32,,,,,,
0.3,49.0,0.32,,,,,,
0.3,50.0,0.32,,,,,,
0.3,51.0,0.32,,,,,,
0.3,52.0,0.32,,,,,,
0.3,53.0,0.32,,,,,,
0.3,54.0,0.32,,,,,,
0.3,55.0,0.32,,,,,,
0.3,56.0,0.32,,,,,,
0.3,57.0,0.32,,,,,,
0.3,58.0,0.32,,,,,,
0.3,59.0,0.32,,,,,,
0.3,60.0,0.32,,,,,,
0.3,61.0,0.32,,,,,,
0.3,62.0,0.32,,,,,,
0.3,63.0,0.32,,,,,,
0.3,64.0,0.32,,,,,,
0.3,65.0,0.32,,,,,,
0.4,26.0,0.32,,,,,,
0.4,27.0,0.32,,,,,,
0.4,28.0,0.32,,,,,,
0.4,29.0,0.32,,,,,,
0.4,30.0,0.32,,,,,,
0.4,31.0,0.32,,,,,,
0.4,32.0,0.32,,,,,,
0.4,33.0,0.32,,,,,,
0.4,34.0,0.32,,,,,,
0.4,35.0,0.32,,,,,,
0.4,36.0,0.32,,,,,,
0.4,37.0,0.32,,,,,,
0.4,38.0,0.32,,,,,,
0.4,39.0,0.32,,,,,,
0.4,40.0,0.32,,,,,,
0.4,41.0,0.32,,,,,,
0.4,42.0,0.32,,,,,,
0.4,43.0,0.32,,,,,,
0.4,44.0,0.32,,,,,,
0.4,45.0,0.32,,,,,,
0.4,46.0,0.32,,,,,,
0.4,47.0,0.32,,,,,,
0.4,48.0,0.32,,,,,,
0.4,49.0,0.32,,,,,,
0.4,50.0,0.32,,,,,,
0.4,51.0,0.32,,,,,,
0.4,52.0,0.32,,,,,,
0.4,53.0,0.32,,,,,,
0.4,54.0,0.32,,,,,,
0.4,55.0,0.32,,,,,,
0.4,56.0,0.32,,,,,,
0.4,57.0,0.32,,,,,,
0.4,58.0,0.32,,,,,,
0.4,59.0,0.32,,,,,,
0.4,60.0,0.32,,,,,,
0.4,61.0,0.32,,,,,,
0.4,62.0,0.32,,,,,,
0.4,63.0,0.32,,,,,,
0.4,64.0,0.32,,,,,,
0.4,65.0,0.32,,,,,,
0.5,26.0,0.32,,,,,,
0.5,27.0,0.32,,,,,,
0.5,28.0,0.32,,,,,,
0.5,29.0,0.32,,,,,,
0.5,30.0,0.32,,,,,,
0.5,31.0,0.32,,,,,,
0.5,32.0,0.32,,,,,,
0.5,33.0,0.32,,,,,,
0.5,34.0,0.32,,,,,,
0.5,35.0,0.32,,,,,,
0.5,36.0,0.32,,,,,,
0.5,37.0,0.32,,,,,,
0.5,38.0,0.32,,,,,,
0.5,39.0,0.32,,,,,,
0.5,40.0,0.32,,,,,,
0.5,41.0,0.32,,,,,,
0.5,42.0,0.32,,,,,,
0.5,43.0,0.32,,,,,,
0.5,44.0,0.32,,,,,,
0.5,45.0,0.32,,,,,,
0.5,46.0,0.32,,,,,,
0.5,47.0,0.32,,,,,,
0.5,48.0,0.32,,,,,,
0.5,49.0,0.32,,,,,,
0.5,50.0,0.32,,,,,,
0.5,51.0,0.32,,,,,,
0.5,52.0,0.32,,,,,,
0.5,53.0,0.32,,,,,,
0.5,54.0,0.32,,,,,,
0.5,55.0,0.32,,,,,,
0.5,56.0,0.32,,,,,,
0.5,57.0,0.32,,,,,,
0.5,58.0,0.32,,,,,,
0.5,59.0,0.32,,,,,,
0.5,60.0,0.32,,,,,,
0.5,61.0,0.32,,,,,,
